,"Name sensor",,"Time(s)","Date","Pressure (mbar)","T (°K)"
1,"SU-17255",8871533,338400,26/04/2022 18:10:59,954,"281.62"
1,"SU-17255",8871533,339300,26/04/2022 18:25:59,952,"281.56"
1,"SU-17255",8871533,340200,26/04/2022 18:40:59,953,"281.48"
1,"SU-17255",8871533,341100,26/04/2022 18:55:59,953,"281.42"
1,"SU-17255",8871533,342000,26/04/2022 19:10:59,953,"281.27"
1,"SU-17255",8871533,342900,26/04/2022 19:25:59,953,"281.19"
1,"SU-17255",8871533,343800,26/04/2022 19:40:59,953,"281.12"
1,"SU-17255",8871533,344700,26/04/2022 19:55:59,953,"281.5"
1,"SU-17255",8871533,345600,26/04/2022 20:10:59,953,"280.99"
1,"SU-17255",8871533,346500,26/04/2022 20:25:59,954,"280.93"
1,"SU-17255",8871533,347400,26/04/2022 20:40:59,955,"280.85"
1,"SU-17255",8871533,348300,26/04/2022 20:55:59,954,"280.80"
1,"SU-17255",8871533,349200,26/04/2022 21:10:59,955,"280.73"
1,"SU-17255",8871533,350100,26/04/2022 21:25:59,955,"280.66"
1,"SU-17255",8871533,351000,26/04/2022 21:40:59,954,"280.59"
1,"SU-17255",8871533,351900,26/04/2022 21:55:59,955,"280.53"
1,"SU-17255",8871533,352800,26/04/2022 22:10:59,955,"280.45"
1,"SU-17255",8871533,353700,26/04/2022 22:25:59,955,"280.39"
1,"SU-17255",8871533,354600,26/04/2022 22:40:59,955,"280.22"
1,"SU-17255",8871533,355500,26/04/2022 22:55:59,956,"280.15"
1,"SU-17255",8871533,356400,26/04/2022 23:10:59,956,"280.9"
1,"SU-17255",8871533,357300,26/04/2022 23:25:59,956,"280.3"
1,"SU-17255",8871533,358200,26/04/2022 23:40:59,956,"279.97"
1,"SU-17255",8871533,359100,26/04/2022 23:55:59,956,"279.90"
1,"SU-17255",8871533,360000,27/04/2022 00:10:59,956,"279.84"
1,"SU-17255",8871533,360900,27/04/2022 00:25:59,956,"279.79"
1,"SU-17255",8871533,361800,27/04/2022 00:40:59,956,"279.73"
1,"SU-17255",8871533,362700,27/04/2022 00:55:59,956,"279.68"
1,"SU-17255",8871533,363600,27/04/2022 01:10:59,956,"279.62"
1,"SU-17255",8871533,364500,27/04/2022 01:25:59,956,"279.57"
1,"SU-17255",8871533,365400,27/04/2022 01:40:59,956,"279.52"
1,"SU-17255",8871533,366300,27/04/2022 01:55:59,956,"279.48"
1,"SU-17255",8871533,367200,27/04/2022 02:10:59,957,"279.43"
1,"SU-17255",8871533,368100,27/04/2022 02:25:59,955,"279.38"
1,"SU-17255",8871533,369000,27/04/2022 02:40:59,954,"279.34"
1,"SU-17255",8871533,369900,27/04/2022 02:55:59,955,"279.30"
1,"SU-17255",8871533,370800,27/04/2022 03:10:59,955,"279.16"
1,"SU-17255",8871533,371700,27/04/2022 03:25:59,955,"279.12"
1,"SU-17255",8871533,372600,27/04/2022 03:40:59,955,"279.8"
1,"SU-17255",8871533,373500,27/04/2022 03:55:59,954,"279.5"
1,"SU-17255",8871533,374400,27/04/2022 04:10:59,954,"279.2"
1,"SU-17255",8871533,375300,27/04/2022 04:25:59,954,"278.97"
1,"SU-17255",8871533,376200,27/04/2022 04:40:59,955,"278.94"
1,"SU-17255",8871533,377100,27/04/2022 04:55:59,955,"278.91"
1,"SU-17255",8871533,378000,27/04/2022 05:10:59,954,"278.88"
1,"SU-17255",8871533,378900,27/04/2022 05:25:59,955,"278.84"
1,"SU-17255",8871533,379800,27/04/2022 05:40:59,955,"278.80"
1,"SU-17255",8871533,380700,27/04/2022 05:55:59,955,"278.77"
1,"SU-17255",8871533,381600,27/04/2022 06:10:59,955,"278.74"
1,"SU-17255",8871533,382500,27/04/2022 06:25:59,955,"278.70"
1,"SU-17255",8871533,383400,27/04/2022 06:40:59,955,"278.67"
1,"SU-17255",8871533,384300,27/04/2022 06:55:59,954,"278.64"
1,"SU-17255",8871533,385200,27/04/2022 07:10:59,955,"278.61"
1,"SU-17255",8871533,386100,27/04/2022 07:25:59,955,"278.58"
1,"SU-17255",8871533,387000,27/04/2022 07:40:59,956,"278.56"
1,"SU-17255",8871533,387900,27/04/2022 07:55:59,955,"278.54"
1,"SU-17255",8871533,388800,27/04/2022 08:10:59,955,"278.53"
1,"SU-17255",8871533,389700,27/04/2022 08:25:59,954,"278.50"
1,"SU-17255",8871533,390600,27/04/2022 08:40:59,955,"278.52"
1,"SU-17255",8871533,391500,27/04/2022 08:55:59,954,"278.53"
1,"SU-17255",8871533,392400,27/04/2022 09:10:59,955,"278.55"
1,"SU-17255",8871533,393300,27/04/2022 09:25:59,954,"278.58"
1,"SU-17255",8871533,394200,27/04/2022 09:40:59,954,"278.63"
1,"SU-17255",8871533,395100,27/04/2022 09:55:59,954,"278.69"
1,"SU-17255",8871533,396000,27/04/2022 10:10:59,954,"278.79"
1,"SU-17255",8871533,396900,27/04/2022 10:25:59,954,"278.89"
1,"SU-17255",8871533,397800,27/04/2022 10:40:59,954,"278.99"
1,"SU-17255",8871533,398700,27/04/2022 10:55:59,953,"279.13"
1,"SU-17255",8871533,399600,27/04/2022 11:10:59,954,"279.38"
1,"SU-17255",8871533,400500,27/04/2022 11:25:59,954,"279.51"
1,"SU-17255",8871533,401400,27/04/2022 11:40:59,954,"279.65"
1,"SU-17255",8871533,402300,27/04/2022 11:55:59,955,"279.81"
1,"SU-17255",8871533,403200,27/04/2022 12:10:59,954,"279.98"
1,"SU-17255",8871533,404100,27/04/2022 12:25:59,954,"280.14"
1,"SU-17255",8871533,405000,27/04/2022 12:40:59,954,"280.42"
1,"SU-17255",8871533,405900,27/04/2022 12:55:59,953,"280.58"
1,"SU-17255",8871533,406800,27/04/2022 13:10:59,954,"280.75"
1,"SU-17255",8871533,407700,27/04/2022 13:25:59,953,"280.90"
1,"SU-17255",8871533,408600,27/04/2022 13:40:59,954,"281.5"
1,"SU-17255",8871533,409500,27/04/2022 13:55:59,953,"281.20"
1,"SU-17255",8871533,410400,27/04/2022 14:10:59,954,"281.42"
1,"SU-17255",8871533,411300,27/04/2022 14:25:59,954,"281.55"
1,"SU-17255",8871533,412200,27/04/2022 14:40:59,953,"281.67"
1,"SU-17255",8871533,413100,27/04/2022 14:55:59,953,"281.78"
1,"SU-17255",8871533,414000,27/04/2022 15:10:59,953,"281.87"
1,"SU-17255",8871533,414900,27/04/2022 15:25:59,953,"281.97"
1,"SU-17255",8871533,415800,27/04/2022 15:40:59,953,"282.4"
1,"SU-17255",8871533,416700,27/04/2022 15:55:59,953,"282.9"
1,"SU-17255",8871533,417600,27/04/2022 16:10:59,954,"282.11"
1,"SU-17255",8871533,418500,27/04/2022 16:25:59,953,"282.14"
1,"SU-17255",8871533,419400,27/04/2022 16:40:59,953,"282.13"
1,"SU-17255",8871533,420300,27/04/2022 16:55:59,953,"282.11"
1,"SU-17255",8871533,421200,27/04/2022 17:10:59,953,"282.11"
1,"SU-17255",8871533,422100,27/04/2022 17:25:59,953,"282.9"
1,"SU-17255",8871533,423000,27/04/2022 17:40:59,953,"282.4"
1,"SU-17255",8871533,423900,27/04/2022 17:55:59,953,"282.0"
1,"SU-17255",8871533,424800,27/04/2022 18:10:59,953,"281.95"
1,"SU-17255",8871533,425700,27/04/2022 18:25:59,953,"281.89"
1,"SU-17255",8871533,426600,27/04/2022 18:40:59,953,"281.83"
1,"SU-17255",8871533,427500,27/04/2022 18:55:59,952,"281.75"
1,"SU-17255",8871533,428400,27/04/2022 19:10:59,953,"281.68"
1,"SU-17255",8871533,429300,27/04/2022 19:25:59,952,"281.62"
1,"SU-17255",8871533,430200,27/04/2022 19:40:59,953,"281.56"
1,"SU-17255",8871533,431100,27/04/2022 19:55:59,953,"281.51"
1,"SU-17255",8871533,432000,27/04/2022 20:10:59,954,"281.44"
1,"SU-17255",8871533,432900,27/04/2022 20:25:59,954,"281.37"
1,"SU-17255",8871533,433800,27/04/2022 20:40:59,954,"281.21"
1,"SU-17255",8871533,434700,27/04/2022 20:55:59,955,"281.14"
1,"SU-17255",8871533,435600,27/04/2022 21:10:59,956,"281.7"
1,"SU-17255",8871533,436500,27/04/2022 21:25:59,956,"280.99"
1,"SU-17255",8871533,437400,27/04/2022 21:40:59,956,"280.93"
1,"SU-17255",8871533,438300,27/04/2022 21:55:59,957,"280.86"
1,"SU-17255",8871533,439200,27/04/2022 22:10:59,958,"280.80"
1,"SU-17255",8871533,440100,27/04/2022 22:25:59,958,"280.74"
1,"SU-17255",8871533,441000,27/04/2022 22:40:59,958,"280.67"
1,"SU-17255",8871533,441900,27/04/2022 22:55:59,957,"280.61"
1,"SU-17255",8871533,442800,27/04/2022 23:10:59,957,"280.55"
1,"SU-17255",8871533,443700,27/04/2022 23:25:59,958,"280.50"
1,"SU-17255",8871533,444600,27/04/2022 23:40:59,957,"280.43"
1,"SU-17255",8871533,445500,27/04/2022 23:55:59,957,"280.38"
1,"SU-17255",8871533,446400,28/04/2022 00:10:59,958,"280.22"
1,"SU-17255",8871533,447300,28/04/2022 00:25:59,958,"280.16"
1,"SU-17255",8871533,448200,28/04/2022 00:40:59,958,"280.11"
1,"SU-17255",8871533,449100,28/04/2022 00:55:59,958,"280.6"
1,"SU-17255",8871533,450000,28/04/2022 01:10:59,958,"280.1"
1,"SU-17255",8871533,450900,28/04/2022 01:25:59,958,"279.97"
1,"SU-17255",8871533,451800,28/04/2022 01:40:59,959,"279.92"
1,"SU-17255",8871533,452700,28/04/2022 01:55:59,958,"279.87"
1,"SU-17255",8871533,453600,28/04/2022 02:10:59,959,"279.84"
1,"SU-17255",8871533,454500,28/04/2022 02:25:59,959,"279.79"
1,"SU-17255",8871533,455400,28/04/2022 02:40:59,958,"279.75"
1,"SU-17255",8871533,456300,28/04/2022 02:55:59,958,"279.71"
1,"SU-17255",8871533,457200,28/04/2022 03:10:59,958,"279.67"
1,"SU-17255",8871533,458100,28/04/2022 03:25:59,958,"279.63"
1,"SU-17255",8871533,459000,28/04/2022 03:40:59,958,"279.60"
1,"SU-17255",8871533,459900,28/04/2022 03:55:59,958,"279.57"
1,"SU-17255",8871533,460800,28/04/2022 04:10:59,959,"279.54"
1,"SU-17255",8871533,461700,28/04/2022 04:25:59,957,"279.50"
1,"SU-17255",8871533,462600,28/04/2022 04:40:59,958,"279.46"
1,"SU-17255",8871533,463500,28/04/2022 04:55:59,958,"279.44"
1,"SU-17255",8871533,464400,28/04/2022 05:10:59,957,"279.40"
1,"SU-17255",8871533,465300,28/04/2022 05:25:59,957,"279.38"
1,"SU-17255",8871533,466200,28/04/2022 05:40:59,957,"279.35"
1,"SU-17255",8871533,467100,28/04/2022 05:55:59,958,"279.32"
1,"SU-17255",8871533,468000,28/04/2022 06:10:59,956,"279.19"
1,"SU-17255",8871533,468900,28/04/2022 06:25:59,957,"279.16"
1,"SU-17255",8871533,469800,28/04/2022 06:40:59,957,"279.13"
1,"SU-17255",8871533,470700,28/04/2022 06:55:59,957,"279.11"
1,"SU-17255",8871533,471600,28/04/2022 07:10:59,957,"279.10"
1,"SU-17255",8871533,472500,28/04/2022 07:25:59,958,"279.7"
1,"SU-17255",8871533,473400,28/04/2022 07:40:59,958,"279.5"
1,"SU-17255",8871533,474300,28/04/2022 07:55:59,958,"279.3"
1,"SU-17255",8871533,475200,28/04/2022 08:10:59,957,"279.2"
1,"SU-17255",8871533,476100,28/04/2022 08:25:59,957,"279.1"
1,"SU-17255",8871533,477000,28/04/2022 08:40:59,957,"279.3"
1,"SU-17255",8871533,477900,28/04/2022 08:55:59,957,"279.5"
1,"SU-17255",8871533,478800,28/04/2022 09:10:59,957,"279.7"
1,"SU-17255",8871533,479700,28/04/2022 09:25:59,957,"279.10"
1,"SU-17255",8871533,480600,28/04/2022 09:40:59,957,"279.16"
1,"SU-17255",8871533,481500,28/04/2022 09:55:59,956,"279.32"
1,"SU-17255",8871533,482400,28/04/2022 10:10:59,957,"279.43"
1,"SU-17255",8871533,483300,28/04/2022 10:25:59,957,"279.52"
1,"SU-17255",8871533,484200,28/04/2022 10:40:59,957,"279.64"
1,"SU-17255",8871533,485100,28/04/2022 10:55:59,957,"279.79"
1,"SU-17255",8871533,486000,28/04/2022 11:10:59,957,"279.92"
1,"SU-17255",8871533,486900,28/04/2022 11:25:59,957,"280.6"
1,"SU-17255",8871533,487800,28/04/2022 11:40:59,957,"280.21"
1,"SU-17255",8871533,488700,28/04/2022 11:55:59,957,"280.45"
1,"SU-17255",8871533,489600,28/04/2022 12:10:59,957,"280.64"
1,"SU-17255",8871533,490500,28/04/2022 12:25:59,957,"280.81"
1,"SU-17255",8871533,491400,28/04/2022 12:40:59,958,"280.97"
1,"SU-17255",8871533,492300,28/04/2022 12:55:59,957,"281.14"
1,"SU-17255",8871533,493200,28/04/2022 13:10:59,956,"281.40"
1,"SU-17255",8871533,494100,28/04/2022 13:25:59,956,"281.55"
1,"SU-17255",8871533,495000,28/04/2022 13:40:59,957,"281.69"
1,"SU-17255",8871533,495900,28/04/2022 13:55:59,956,"281.82"
1,"SU-17255",8871533,496800,28/04/2022 14:10:59,957,"281.94"
1,"SU-17255",8871533,497700,28/04/2022 14:25:59,957,"282.4"
1,"SU-17255",8871533,498600,28/04/2022 14:40:59,957,"282.14"
1,"SU-17255",8871533,499500,28/04/2022 14:55:59,956,"282.22"
1,"SU-17255",8871533,500400,28/04/2022 15:10:59,957,"282.39"
1,"SU-17255",8871533,501300,28/04/2022 15:25:59,956,"282.45"
1,"SU-17255",8871533,502200,28/04/2022 15:40:59,956,"282.50"
1,"SU-17255",8871533,503100,28/04/2022 15:55:59,956,"282.52"
1,"SU-17255",8871533,504000,28/04/2022 16:10:59,955,"282.52"
1,"SU-17255",8871533,504900,28/04/2022 16:25:59,956,"282.54"
1,"SU-17255",8871533,505800,28/04/2022 16:40:59,955,"282.55"
1,"SU-17255",8871533,506700,28/04/2022 16:55:59,955,"282.55"
1,"SU-17255",8871533,507600,28/04/2022 17:10:59,956,"282.52"
1,"SU-17255",8871533,508500,28/04/2022 17:25:59,956,"282.49"
1,"SU-17255",8871533,509400,28/04/2022 17:40:59,956,"282.44"
1,"SU-17255",8871533,510300,28/04/2022 17:55:59,956,"282.29"
1,"SU-17255",8871533,511200,28/04/2022 18:10:59,956,"282.24"
1,"SU-17255",8871533,512100,28/04/2022 18:25:59,955,"282.17"
1,"SU-17255",8871533,513000,28/04/2022 18:40:59,955,"282.9"
1,"SU-17255",8871533,513900,28/04/2022 18:55:59,956,"282.0"
1,"SU-17255",8871533,514800,28/04/2022 19:10:59,957,"281.92"
1,"SU-17255",8871533,515700,28/04/2022 19:25:59,956,"281.85"
1,"SU-17255",8871533,516600,28/04/2022 19:40:59,957,"281.77"
1,"SU-17255",8871533,517500,28/04/2022 19:55:59,957,"281.69"
1,"SU-17255",8871533,518400,28/04/2022 20:10:59,958,"281.61"
1,"SU-17255",8871533,519300,28/04/2022 20:25:59,959,"281.53"
1,"SU-17255",8871533,520200,28/04/2022 20:40:59,959,"281.46"
1,"SU-17255",8871533,521100,28/04/2022 20:55:59,960,"281.37"
1,"SU-17255",8871533,522000,28/04/2022 21:10:59,960,"281.21"
1,"SU-17255",8871533,522900,28/04/2022 21:25:59,961,"281.13"
1,"SU-17255",8871533,523800,28/04/2022 21:40:59,961,"281.5"
1,"SU-17255",8871533,524700,28/04/2022 21:55:59,961,"280.98"
1,"SU-17255",8871533,525600,28/04/2022 22:10:59,962,"280.91"
1,"SU-17255",8871533,526500,28/04/2022 22:25:59,962,"280.83"
1,"SU-17255",8871533,527400,28/04/2022 22:40:59,963,"280.75"
1,"SU-17255",8871533,528300,28/04/2022 22:55:59,964,"280.68"
1,"SU-17255",8871533,529200,28/04/2022 23:10:59,961,"280.61"
1,"SU-17255",8871533,530100,28/04/2022 23:25:59,963,"280.54"
1,"SU-17255",8871533,531000,28/04/2022 23:40:59,962,"280.47"
1,"SU-17255",8871533,531900,28/04/2022 23:55:59,962,"280.40"
1,"SU-17255",8871533,532800,29/04/2022 00:10:59,962,"280.34"
1,"SU-17255",8871533,533700,29/04/2022 00:25:59,962,"280.17"
1,"SU-17255",8871533,534600,29/04/2022 00:40:59,963,"280.12"
1,"SU-17255",8871533,535500,29/04/2022 00:55:59,962,"280.6"
1,"SU-17255",8871533,536400,29/04/2022 01:10:59,963,"280.1"
1,"SU-17255",8871533,537300,29/04/2022 01:25:59,961,"279.97"
1,"SU-17255",8871533,538200,29/04/2022 01:40:59,962,"279.92"
1,"SU-17255",8871533,539100,29/04/2022 01:55:59,962,"279.87"
1,"SU-17255",8871533,540000,29/04/2022 02:10:59,963,"279.84"
1,"SU-17255",8871533,540900,29/04/2022 02:25:59,963,"279.80"
1,"SU-17255",8871533,541800,29/04/2022 02:40:59,962,"279.75"
1,"SU-17255",8871533,542700,29/04/2022 02:55:59,962,"279.72"
1,"SU-17255",8871533,543600,29/04/2022 03:10:59,961,"279.68"
1,"SU-17255",8871533,544500,29/04/2022 03:25:59,961,"279.65"
1,"SU-17255",8871533,545400,29/04/2022 03:40:59,962,"279.62"
1,"SU-17255",8871533,546300,29/04/2022 03:55:59,961,"279.58"
1,"SU-17255",8871533,547200,29/04/2022 04:10:59,961,"279.54"
1,"SU-17255",8871533,548100,29/04/2022 04:25:59,962,"279.52"
1,"SU-17255",8871533,549000,29/04/2022 04:40:59,961,"279.50"
1,"SU-17255",8871533,549900,29/04/2022 04:55:59,961,"279.47"
1,"SU-17255",8871533,550800,29/04/2022 05:10:59,961,"279.44"
1,"SU-17255",8871533,551700,29/04/2022 05:25:59,961,"279.41"
1,"SU-17255",8871533,552600,29/04/2022 05:40:59,960,"279.39"
1,"SU-17255",8871533,553500,29/04/2022 05:55:59,959,"279.36"
1,"SU-17255",8871533,554400,29/04/2022 06:10:59,960,"279.35"
1,"SU-17255",8871533,555300,29/04/2022 06:25:59,959,"279.32"
1,"SU-17255",8871533,556200,29/04/2022 06:40:59,959,"279.19"
1,"SU-17255",8871533,557100,29/04/2022 06:55:59,959,"279.18"
1,"SU-17255",8871533,558000,29/04/2022 07:10:59,959,"279.16"
1,"SU-17255",8871533,558900,29/04/2022 07:25:59,960,"279.16"
1,"SU-17255",8871533,559800,29/04/2022 07:40:59,960,"279.16"
1,"SU-17255",8871533,560700,29/04/2022 07:55:59,960,"279.15"
1,"SU-17255",8871533,561600,29/04/2022 08:10:59,960,"279.16"
1,"SU-17255",8871533,562500,29/04/2022 08:25:59,959,"279.18"
1,"SU-17255",8871533,563400,29/04/2022 08:40:59,959,"279.31"
1,"SU-17255",8871533,564300,29/04/2022 08:55:59,959,"279.37"
1,"SU-17255",8871533,565200,29/04/2022 09:10:59,960,"279.41"
1,"SU-17255",8871533,566100,29/04/2022 09:25:59,959,"279.47"
1,"SU-17255",8871533,567000,29/04/2022 09:40:59,959,"279.54"
1,"SU-17255",8871533,567900,29/04/2022 09:55:59,959,"279.63"
1,"SU-17255",8871533,568800,29/04/2022 10:10:59,958,"279.76"
1,"SU-17255",8871533,569700,29/04/2022 10:25:59,958,"279.88"
1,"SU-17255",8871533,570600,29/04/2022 10:40:59,959,"280.2"
1,"SU-17255",8871533,571500,29/04/2022 10:55:59,959,"280.18"
1,"SU-17255",8871533,572400,29/04/2022 11:10:59,958,"280.43"
1,"SU-17255",8871533,573300,29/04/2022 11:25:59,957,"280.58"
1,"SU-17255",8871533,574200,29/04/2022 11:40:59,958,"280.70"
1,"SU-17255",8871533,575100,29/04/2022 11:55:59,958,"280.81"
1,"SU-17255",8871533,576000,29/04/2022 12:10:59,958,"280.91"
1,"SU-17255",8871533,576900,29/04/2022 12:25:59,958,"281.4"
1,"SU-17255",8871533,577800,29/04/2022 12:40:59,957,"281.18"
1,"SU-17255",8871533,578700,29/04/2022 12:55:59,957,"281.40"
1,"SU-17255",8871533,579600,29/04/2022 13:10:59,957,"281.49"
1,"SU-17255",8871533,580500,29/04/2022 13:25:59,957,"281.62"
1,"SU-17255",8871533,581400,29/04/2022 13:40:59,956,"281.70"
1,"SU-17255",8871533,582300,29/04/2022 13:55:59,956,"281.78"
1,"SU-17255",8871533,583200,29/04/2022 14:10:59,956,"281.87"
1,"SU-17255",8871533,584100,29/04/2022 14:25:59,957,"281.95"
1,"SU-17255",8871533,585000,29/04/2022 14:40:59,957,"282.6"
1,"SU-17255",8871533,585900,29/04/2022 14:55:59,957,"282.17"
1,"SU-17255",8871533,586800,29/04/2022 15:10:59,956,"282.25"
1,"SU-17255",8871533,587700,29/04/2022 15:25:59,956,"282.40"
1,"SU-17255",8871533,588600,29/04/2022 15:40:59,956,"282.44"
1,"SU-17255",8871533,589500,29/04/2022 15:55:59,956,"282.44"
1,"SU-17255",8871533,590400,29/04/2022 16:10:59,956,"282.44"
1,"SU-17255",8871533,591300,29/04/2022 16:25:59,956,"282.42"
1,"SU-17255",8871533,592200,29/04/2022 16:40:59,956,"282.43"
1,"SU-17255",8871533,593100,29/04/2022 16:55:59,955,"282.44"
1,"SU-17255",8871533,594000,29/04/2022 17:10:59,956,"282.42"
1,"SU-17255",8871533,594900,29/04/2022 17:25:59,955,"282.30"
1,"SU-17255",8871533,595800,29/04/2022 17:40:59,955,"282.28"
1,"SU-17255",8871533,596700,29/04/2022 17:55:59,956,"282.20"
1,"SU-17255",8871533,597600,29/04/2022 18:10:59,956,"282.16"
1,"SU-17255",8871533,598500,29/04/2022 18:25:59,956,"282.9"
1,"SU-17255",8871533,599400,29/04/2022 18:40:59,957,"282.3"
1,"SU-17255",8871533,600300,29/04/2022 18:55:59,957,"281.97"
1,"SU-17255",8871533,601200,29/04/2022 19:10:59,956,"281.91"
1,"SU-17255",8871533,602100,29/04/2022 19:25:59,956,"281.84"
1,"SU-17255",8871533,603000,29/04/2022 19:40:59,957,"281.76"
1,"SU-17255",8871533,603900,29/04/2022 19:55:59,958,"281.68"
1,"SU-17255",8871533,604800,29/04/2022 20:10:59,957,"281.61"
1,"SU-17255",8871533,605700,29/04/2022 20:25:59,958,"281.54"
1,"SU-17255",8871533,606600,29/04/2022 20:40:59,958,"281.47"
1,"SU-17255",8871533,607500,29/04/2022 20:55:59,958,"281.38"
1,"SU-17255",8871533,608400,29/04/2022 21:10:59,959,"281.21"
1,"SU-17255",8871533,609300,29/04/2022 21:25:59,959,"281.13"
1,"SU-17255",8871533,610200,29/04/2022 21:40:59,959,"281.7"
1,"SU-17255",8871533,611100,29/04/2022 21:55:59,960,"280.99"
1,"SU-17255",8871533,612000,29/04/2022 22:10:59,960,"280.93"
1,"SU-17255",8871533,612900,29/04/2022 22:25:59,961,"280.85"
1,"SU-17255",8871533,613800,29/04/2022 22:40:59,960,"280.80"
1,"SU-17255",8871533,614700,29/04/2022 22:55:59,960,"280.74"
1,"SU-17255",8871533,615600,29/04/2022 23:10:59,960,"280.69"
1,"SU-17255",8871533,616500,29/04/2022 23:25:59,959,"280.64"
1,"SU-17255",8871533,617400,29/04/2022 23:40:59,958,"280.59"
1,"SU-17255",8871533,618300,29/04/2022 23:55:59,959,"280.55"
1,"SU-17255",8871533,619200,30/04/2022 00:10:59,959,"280.51"
1,"SU-17255",8871533,620100,30/04/2022 00:25:59,959,"280.47"
1,"SU-17255",8871533,621000,30/04/2022 00:40:59,958,"280.44"
1,"SU-17255",8871533,621900,30/04/2022 00:55:59,958,"280.42"
1,"SU-17255",8871533,622800,30/04/2022 01:10:59,958,"280.39"
1,"SU-17255",8871533,623700,30/04/2022 01:25:59,958,"280.36"
1,"SU-17255",8871533,624600,30/04/2022 01:40:59,958,"280.34"
1,"SU-17255",8871533,625500,30/04/2022 01:55:59,958,"280.22"
1,"SU-17255",8871533,626400,30/04/2022 02:10:59,958,"280.20"
1,"SU-17255",8871533,627300,30/04/2022 02:25:59,957,"280.18"
1,"SU-17255",8871533,628200,30/04/2022 02:40:59,958,"280.16"
1,"SU-17255",8871533,629100,30/04/2022 02:55:59,958,"280.14"
1,"SU-17255",8871533,630000,30/04/2022 03:10:59,958,"280.12"
1,"SU-17255",8871533,630900,30/04/2022 03:25:59,958,"280.11"
1,"SU-17255",8871533,631800,30/04/2022 03:40:59,956,"280.9"
1,"SU-17255",8871533,632700,30/04/2022 03:55:59,957,"280.6"
1,"SU-17255",8871533,633600,30/04/2022 04:10:59,957,"280.3"
1,"SU-17255",8871533,634500,30/04/2022 04:25:59,958,"280.1"
1,"SU-17255",8871533,635400,30/04/2022 04:40:59,957,"279.98"
1,"SU-17255",8871533,636300,30/04/2022 04:55:59,957,"279.96"
1,"SU-17255",8871533,637200,30/04/2022 05:10:59,957,"279.94"
1,"SU-17255",8871533,638100,30/04/2022 05:25:59,956,"279.92"
1,"SU-17255",8871533,639000,30/04/2022 05:40:59,956,"279.90"
1,"SU-17255",8871533,639900,30/04/2022 05:55:59,956,"279.88"
1,"SU-17255",8871533,640800,30/04/2022 06:10:59,956,"279.87"
1,"SU-17255",8871533,641700,30/04/2022 06:25:59,956,"279.84"
1,"SU-17255",8871533,642600,30/04/2022 06:40:59,956,"279.81"
1,"SU-17255",8871533,643500,30/04/2022 06:55:59,956,"279.80"
1,"SU-17255",8871533,644400,30/04/2022 07:10:59,955,"279.79"
1,"SU-17255",8871533,645300,30/04/2022 07:25:59,955,"279.76"
1,"SU-17255",8871533,646200,30/04/2022 07:40:59,956,"279.77"
1,"SU-17255",8871533,647100,30/04/2022 07:55:59,956,"279.78"
1,"SU-17255",8871533,648000,30/04/2022 08:10:59,955,"279.80"
1,"SU-17255",8871533,648900,30/04/2022 08:25:59,955,"279.81"
1,"SU-17255",8871533,649800,30/04/2022 08:40:59,955,"279.83"
1,"SU-17255",8871533,650700,30/04/2022 08:55:59,955,"279.86"
1,"SU-17255",8871533,651600,30/04/2022 09:10:59,955,"279.87"
1,"SU-17255",8871533,652500,30/04/2022 09:25:59,955,"279.87"
1,"SU-17255",8871533,653400,30/04/2022 09:40:59,954,"279.91"
1,"SU-17255",8871533,654300,30/04/2022 09:55:59,954,"279.96"
1,"SU-17255",8871533,655200,30/04/2022 10:10:59,954,"280.5"
1,"SU-17255",8871533,656100,30/04/2022 10:25:59,954,"280.12"
1,"SU-17255",8871533,657000,30/04/2022 10:40:59,954,"280.20"
1,"SU-17255",8871533,657900,30/04/2022 10:55:59,955,"280.42"
1,"SU-17255",8871533,658800,30/04/2022 11:10:59,954,"280.51"
1,"SU-17255",8871533,659700,30/04/2022 11:25:59,953,"280.63"
1,"SU-17255",8871533,660600,30/04/2022 11:40:59,955,"280.75"
1,"SU-17255",8871533,661500,30/04/2022 11:55:59,954,"280.86"
1,"SU-17255",8871533,662400,30/04/2022 12:10:59,953,"281.2"
1,"SU-17255",8871533,663300,30/04/2022 12:25:59,953,"281.16"
1,"SU-17255",8871533,664200,30/04/2022 12:40:59,954,"281.40"
1,"SU-17255",8871533,665100,30/04/2022 12:55:59,953,"281.54"
1,"SU-17255",8871533,666000,30/04/2022 13:10:59,953,"281.68"
1,"SU-17255",8871533,666900,30/04/2022 13:25:59,953,"281.81"
1,"SU-17255",8871533,667800,30/04/2022 13:40:59,953,"281.93"
1,"SU-17255",8871533,668700,30/04/2022 13:55:59,952,"282.4"
1,"SU-17255",8871533,669600,30/04/2022 14:10:59,952,"282.16"
1,"SU-17255",8871533,670500,30/04/2022 14:25:59,952,"282.25"
1,"SU-17255",8871533,671400,30/04/2022 14:40:59,952,"282.42"
1,"SU-17255",8871533,672300,30/04/2022 14:55:59,952,"282.50"
1,"SU-17255",8871533,673200,30/04/2022 15:10:59,952,"282.58"
1,"SU-17255",8871533,674100,30/04/2022 15:25:59,952,"282.62"
1,"SU-17255",8871533,675000,30/04/2022 15:40:59,951,"282.70"
1,"SU-17255",8871533,675900,30/04/2022 15:55:59,952,"282.76"
1,"SU-17255",8871533,676800,30/04/2022 16:10:59,952,"282.77"
