,"Name sensor",,"Time(s)","Date","Pressure (mbar)","T (°K)"
1,"SU-17255",8871533,54000,23/04/2022 11:10:59,933,"280.22"
1,"SU-17255",8871533,54900,23/04/2022 11:25:59,933,"280.41"
1,"SU-17255",8871533,55800,23/04/2022 11:40:59,934,"280.55"
1,"SU-17255",8871533,56700,23/04/2022 11:55:59,934,"280.66"
1,"SU-17255",8871533,57600,23/04/2022 12:10:59,933,"280.69"
1,"SU-17255",8871533,58500,23/04/2022 12:25:59,934,"280.69"
1,"SU-17255",8871533,59400,23/04/2022 12:40:59,934,"280.72"
1,"SU-17255",8871533,60300,23/04/2022 12:55:59,933,"280.75"
1,"SU-17255",8871533,61200,23/04/2022 13:10:59,934,"280.77"
1,"SU-17255",8871533,62100,23/04/2022 13:25:59,934,"280.77"
1,"SU-17255",8871533,63000,23/04/2022 13:40:59,933,"280.76"
1,"SU-17255",8871533,63900,23/04/2022 13:55:59,933,"280.75"
1,"SU-17255",8871533,64800,23/04/2022 14:10:59,932,"280.74"
1,"SU-17255",8871533,65700,23/04/2022 14:25:59,932,"280.77"
1,"SU-17255",8871533,66600,23/04/2022 14:40:59,932,"280.87"
1,"SU-17255",8871533,67500,23/04/2022 14:55:59,932,"280.99"
1,"SU-17255",8871533,68400,23/04/2022 15:10:59,931,"281.3"
1,"SU-17255",8871533,69300,23/04/2022 15:25:59,932,"281.4"
1,"SU-17255",8871533,70200,23/04/2022 15:40:59,931,"281.5"
1,"SU-17255",8871533,71100,23/04/2022 15:55:59,930,"281.7"
1,"SU-17255",8871533,72000,23/04/2022 16:10:59,930,"281.10"
1,"SU-17255",8871533,72900,23/04/2022 16:25:59,929,"281.10"
1,"SU-17255",8871533,73800,23/04/2022 16:40:59,930,"281.10"
1,"SU-17255",8871533,74700,23/04/2022 16:55:59,928,"281.7"
1,"SU-17255",8871533,75600,23/04/2022 17:10:59,929,"281.5"
1,"SU-17255",8871533,76500,23/04/2022 17:25:59,929,"281.2"
1,"SU-17255",8871533,77400,23/04/2022 17:40:59,928,"281.0"
1,"SU-17255",8871533,78300,23/04/2022 17:55:59,929,"280.96"
1,"SU-17255",8871533,79200,23/04/2022 18:10:59,929,"280.94"
1,"SU-17255",8871533,80100,23/04/2022 18:25:59,930,"280.91"
1,"SU-17255",8871533,81000,23/04/2022 18:40:59,930,"280.88"
1,"SU-17255",8871533,81900,23/04/2022 18:55:59,930,"280.85"
1,"SU-17255",8871533,82800,23/04/2022 19:10:59,931,"280.84"
1,"SU-17255",8871533,83700,23/04/2022 19:25:59,931,"280.82"
1,"SU-17255",8871533,84600,23/04/2022 19:40:59,932,"280.80"
1,"SU-17255",8871533,85500,23/04/2022 19:55:59,933,"280.78"
1,"SU-17255",8871533,86400,23/04/2022 20:10:59,934,"280.79"
1,"SU-17255",8871533,87300,23/04/2022 20:25:59,935,"280.72"
1,"SU-17255",8871533,88200,23/04/2022 20:40:59,935,"280.66"
1,"SU-17255",8871533,89100,23/04/2022 20:55:59,935,"280.60"
1,"SU-17255",8871533,90000,23/04/2022 21:10:59,935,"280.52"
1,"SU-17255",8871533,90900,23/04/2022 21:25:59,936,"280.43"
1,"SU-17255",8871533,91800,23/04/2022 21:40:59,936,"280.38"
1,"SU-17255",8871533,92700,23/04/2022 21:55:59,937,"280.22"
1,"SU-17255",8871533,93600,23/04/2022 22:10:59,937,"280.16"
1,"SU-17255",8871533,94500,23/04/2022 22:25:59,936,"280.12"
1,"SU-17255",8871533,95400,23/04/2022 22:40:59,937,"280.6"
1,"SU-17255",8871533,96300,23/04/2022 22:55:59,937,"280.2"
1,"SU-17255",8871533,97200,23/04/2022 23:10:59,938,"279.98"
1,"SU-17255",8871533,98100,23/04/2022 23:25:59,937,"279.93"
1,"SU-17255",8871533,99000,23/04/2022 23:40:59,938,"279.88"
1,"SU-17255",8871533,99900,23/04/2022 23:55:59,937,"279.84"
1,"SU-17255",8871533,100800,24/04/2022 00:10:59,937,"279.79"
1,"SU-17255",8871533,101700,24/04/2022 00:25:59,938,"279.76"
1,"SU-17255",8871533,102600,24/04/2022 00:40:59,938,"279.71"
1,"SU-17255",8871533,103500,24/04/2022 00:55:59,938,"279.68"
1,"SU-17255",8871533,104400,24/04/2022 01:10:59,938,"279.65"
1,"SU-17255",8871533,105300,24/04/2022 01:25:59,939,"279.61"
1,"SU-17255",8871533,106200,24/04/2022 01:40:59,939,"279.58"
1,"SU-17255",8871533,107100,24/04/2022 01:55:59,938,"279.54"
1,"SU-17255",8871533,108000,24/04/2022 02:10:59,939,"279.53"
1,"SU-17255",8871533,108900,24/04/2022 02:25:59,938,"279.49"
1,"SU-17255",8871533,109800,24/04/2022 02:40:59,938,"279.47"
1,"SU-17255",8871533,110700,24/04/2022 02:55:59,938,"279.45"
1,"SU-17255",8871533,111600,24/04/2022 03:10:59,938,"279.43"
1,"SU-17255",8871533,112500,24/04/2022 03:25:59,937,"279.42"
1,"SU-17255",8871533,113400,24/04/2022 03:40:59,938,"279.41"
1,"SU-17255",8871533,114300,24/04/2022 03:55:59,938,"279.40"
1,"SU-17255",8871533,115200,24/04/2022 04:10:59,936,"279.39"
1,"SU-17255",8871533,116100,24/04/2022 04:25:59,936,"279.38"
1,"SU-17255",8871533,117000,24/04/2022 04:40:59,936,"279.38"
1,"SU-17255",8871533,117900,24/04/2022 04:55:59,936,"279.38"
1,"SU-17255",8871533,118800,24/04/2022 05:10:59,936,"279.37"
1,"SU-17255",8871533,119700,24/04/2022 05:25:59,936,"279.37"
1,"SU-17255",8871533,120600,24/04/2022 05:40:59,937,"279.36"
1,"SU-17255",8871533,121500,24/04/2022 05:55:59,937,"279.35"
1,"SU-17255",8871533,122400,24/04/2022 06:10:59,937,"279.35"
1,"SU-17255",8871533,123300,24/04/2022 06:25:59,936,"279.35"
1,"SU-17255",8871533,124200,24/04/2022 06:40:59,936,"279.34"
1,"SU-17255",8871533,125100,24/04/2022 06:55:59,936,"279.33"
1,"SU-17255",8871533,126000,24/04/2022 07:10:59,936,"279.33"
1,"SU-17255",8871533,126900,24/04/2022 07:25:59,936,"279.33"
1,"SU-17255",8871533,127800,24/04/2022 07:40:59,936,"279.32"
1,"SU-17255",8871533,128700,24/04/2022 07:55:59,937,"279.34"
1,"SU-17255",8871533,129600,24/04/2022 08:10:59,938,"279.36"
1,"SU-17255",8871533,130500,24/04/2022 08:25:59,936,"279.37"
1,"SU-17255",8871533,131400,24/04/2022 08:40:59,937,"279.38"
1,"SU-17255",8871533,132300,24/04/2022 08:55:59,937,"279.40"
1,"SU-17255",8871533,133200,24/04/2022 09:10:59,938,"279.41"
1,"SU-17255",8871533,134100,24/04/2022 09:25:59,938,"279.43"
1,"SU-17255",8871533,135000,24/04/2022 09:40:59,937,"279.46"
1,"SU-17255",8871533,135900,24/04/2022 09:55:59,937,"279.51"
1,"SU-17255",8871533,136800,24/04/2022 10:10:59,938,"279.58"
1,"SU-17255",8871533,137700,24/04/2022 10:25:59,937,"279.65"
1,"SU-17255",8871533,138600,24/04/2022 10:40:59,937,"279.68"
1,"SU-17255",8871533,139500,24/04/2022 10:55:59,938,"279.70"
1,"SU-17255",8871533,140400,24/04/2022 11:10:59,938,"279.72"
1,"SU-17255",8871533,141300,24/04/2022 11:25:59,938,"279.79"
1,"SU-17255",8871533,142200,24/04/2022 11:40:59,937,"279.90"
1,"SU-17255",8871533,143100,24/04/2022 11:55:59,938,"280.1"
1,"SU-17255",8871533,144000,24/04/2022 12:10:59,939,"280.7"
1,"SU-17255",8871533,144900,24/04/2022 12:25:59,937,"280.12"
1,"SU-17255",8871533,145800,24/04/2022 12:40:59,937,"280.15"
1,"SU-17255",8871533,146700,24/04/2022 12:55:59,938,"280.20"
1,"SU-17255",8871533,147600,24/04/2022 13:10:59,938,"280.23"
1,"SU-17255",8871533,148500,24/04/2022 13:25:59,938,"280.47"
1,"SU-17255",8871533,149400,24/04/2022 13:40:59,938,"280.57"
1,"SU-17255",8871533,150300,24/04/2022 13:55:59,939,"280.63"
1,"SU-17255",8871533,151200,24/04/2022 14:10:59,939,"280.70"
1,"SU-17255",8871533,152100,24/04/2022 14:25:59,939,"280.71"
1,"SU-17255",8871533,153000,24/04/2022 14:40:59,937,"280.64"
1,"SU-17255",8871533,153900,24/04/2022 14:55:59,938,"280.58"
1,"SU-17255",8871533,154800,24/04/2022 15:10:59,938,"280.55"
1,"SU-17255",8871533,155700,24/04/2022 15:25:59,938,"280.58"
1,"SU-17255",8871533,156600,24/04/2022 15:40:59,938,"280.56"
1,"SU-17255",8871533,157500,24/04/2022 15:55:59,938,"280.58"
1,"SU-17255",8871533,158400,24/04/2022 16:10:59,939,"280.57"
1,"SU-17255",8871533,159300,24/04/2022 16:25:59,939,"280.58"
1,"SU-17255",8871533,160200,24/04/2022 16:40:59,939,"280.63"
1,"SU-17255",8871533,161100,24/04/2022 16:55:59,939,"280.66"
1,"SU-17255",8871533,162000,24/04/2022 17:10:59,940,"280.69"
1,"SU-17255",8871533,162900,24/04/2022 17:25:59,940,"280.72"
1,"SU-17255",8871533,163800,24/04/2022 17:40:59,940,"280.75"
1,"SU-17255",8871533,164700,24/04/2022 17:55:59,940,"280.75"
1,"SU-17255",8871533,165600,24/04/2022 18:10:59,939,"280.75"
1,"SU-17255",8871533,166500,24/04/2022 18:25:59,938,"280.76"
1,"SU-17255",8871533,167400,24/04/2022 18:40:59,940,"280.76"
1,"SU-17255",8871533,168300,24/04/2022 18:55:59,940,"280.73"
1,"SU-17255",8871533,169200,24/04/2022 19:10:59,940,"280.71"
1,"SU-17255",8871533,170100,24/04/2022 19:25:59,941,"280.70"
1,"SU-17255",8871533,171000,24/04/2022 19:40:59,940,"280.67"
1,"SU-17255",8871533,171900,24/04/2022 19:55:59,940,"280.65"
1,"SU-17255",8871533,172800,24/04/2022 20:10:59,939,"280.62"
1,"SU-17255",8871533,173700,24/04/2022 20:25:59,939,"280.58"
1,"SU-17255",8871533,174600,24/04/2022 20:40:59,940,"280.56"
1,"SU-17255",8871533,175500,24/04/2022 20:55:59,940,"280.55"
1,"SU-17255",8871533,176400,24/04/2022 21:10:59,940,"280.52"
1,"SU-17255",8871533,177300,24/04/2022 21:25:59,940,"280.49"
1,"SU-17255",8871533,178200,24/04/2022 21:40:59,941,"280.47"
1,"SU-17255",8871533,179100,24/04/2022 21:55:59,941,"280.45"
1,"SU-17255",8871533,180000,24/04/2022 22:10:59,941,"280.43"
1,"SU-17255",8871533,180900,24/04/2022 22:25:59,940,"280.41"
1,"SU-17255",8871533,181800,24/04/2022 22:40:59,941,"280.39"
1,"SU-17255",8871533,182700,24/04/2022 22:55:59,941,"280.38"
1,"SU-17255",8871533,183600,24/04/2022 23:10:59,942,"280.36"
1,"SU-17255",8871533,184500,24/04/2022 23:25:59,941,"280.36"
1,"SU-17255",8871533,185400,24/04/2022 23:40:59,943,"280.34"
1,"SU-17255",8871533,186300,24/04/2022 23:55:59,942,"280.34"
1,"SU-17255",8871533,187200,25/04/2022 00:10:59,944,"280.23"
1,"SU-17255",8871533,188100,25/04/2022 00:25:59,942,"280.23"
1,"SU-17255",8871533,189000,25/04/2022 00:40:59,943,"280.22"
1,"SU-17255",8871533,189900,25/04/2022 00:55:59,945,"280.21"
1,"SU-17255",8871533,190800,25/04/2022 01:10:59,944,"280.20"
1,"SU-17255",8871533,191700,25/04/2022 01:25:59,945,"280.20"
1,"SU-17255",8871533,192600,25/04/2022 01:40:59,945,"280.20"
1,"SU-17255",8871533,193500,25/04/2022 01:55:59,945,"280.21"
1,"SU-17255",8871533,194400,25/04/2022 02:10:59,945,"280.18"
1,"SU-17255",8871533,195300,25/04/2022 02:25:59,947,"280.17"
1,"SU-17255",8871533,196200,25/04/2022 02:40:59,947,"280.17"
1,"SU-17255",8871533,197100,25/04/2022 02:55:59,948,"280.16"
1,"SU-17255",8871533,198000,25/04/2022 03:10:59,947,"280.14"
1,"SU-17255",8871533,198900,25/04/2022 03:25:59,948,"280.12"
1,"SU-17255",8871533,199800,25/04/2022 03:40:59,949,"280.10"
1,"SU-17255",8871533,200700,25/04/2022 03:55:59,950,"280.9"
1,"SU-17255",8871533,201600,25/04/2022 04:10:59,950,"280.7"
1,"SU-17255",8871533,202500,25/04/2022 04:25:59,949,"280.6"
1,"SU-17255",8871533,203400,25/04/2022 04:40:59,951,"280.4"
1,"SU-17255",8871533,204300,25/04/2022 04:55:59,952,"280.3"
1,"SU-17255",8871533,205200,25/04/2022 05:10:59,953,"280.2"
1,"SU-17255",8871533,206100,25/04/2022 05:25:59,954,"280.1"
1,"SU-17255",8871533,207000,25/04/2022 05:40:59,955,"280.0"
1,"SU-17255",8871533,207900,25/04/2022 05:55:59,955,"279.98"
1,"SU-17255",8871533,208800,25/04/2022 06:10:59,956,"279.98"
1,"SU-17255",8871533,209700,25/04/2022 06:25:59,956,"279.97"
1,"SU-17255",8871533,210600,25/04/2022 06:40:59,957,"279.96"
1,"SU-17255",8871533,211500,25/04/2022 06:55:59,959,"279.95"
1,"SU-17255",8871533,212400,25/04/2022 07:10:59,960,"279.95"
1,"SU-17255",8871533,213300,25/04/2022 07:25:59,961,"279.94"
1,"SU-17255",8871533,214200,25/04/2022 07:40:59,961,"279.93"
1,"SU-17255",8871533,215100,25/04/2022 07:55:59,961,"279.92"
1,"SU-17255",8871533,216000,25/04/2022 08:10:59,962,"279.92"
1,"SU-17255",8871533,216900,25/04/2022 08:25:59,962,"279.90"
1,"SU-17255",8871533,217800,25/04/2022 08:40:59,963,"279.90"
1,"SU-17255",8871533,218700,25/04/2022 08:55:59,963,"279.90"
1,"SU-17255",8871533,219600,25/04/2022 09:10:59,964,"279.89"
1,"SU-17255",8871533,220500,25/04/2022 09:25:59,964,"279.87"
1,"SU-17255",8871533,221400,25/04/2022 09:40:59,962,"279.87"
1,"SU-17255",8871533,222300,25/04/2022 09:55:59,964,"279.87"
1,"SU-17255",8871533,223200,25/04/2022 10:10:59,964,"279.87"
1,"SU-17255",8871533,224100,25/04/2022 10:25:59,966,"279.87"
1,"SU-17255",8871533,225000,25/04/2022 10:40:59,965,"279.87"
1,"SU-17255",8871533,225900,25/04/2022 10:55:59,964,"279.88"
1,"SU-17255",8871533,226800,25/04/2022 11:10:59,964,"279.89"
1,"SU-17255",8871533,227700,25/04/2022 11:25:59,965,"279.89"
1,"SU-17255",8871533,228600,25/04/2022 11:40:59,965,"279.90"
1,"SU-17255",8871533,229500,25/04/2022 11:55:59,965,"279.92"
1,"SU-17255",8871533,230400,25/04/2022 12:10:59,964,"279.98"
1,"SU-17255",8871533,231300,25/04/2022 12:25:59,964,"280.5"
1,"SU-17255",8871533,232200,25/04/2022 12:40:59,965,"280.12"
1,"SU-17255",8871533,233100,25/04/2022 12:55:59,963,"280.18"
1,"SU-17255",8871533,234000,25/04/2022 13:10:59,963,"280.35"
1,"SU-17255",8871533,234900,25/04/2022 13:25:59,965,"280.41"
1,"SU-17255",8871533,235800,25/04/2022 13:40:59,964,"280.44"
1,"SU-17255",8871533,236700,25/04/2022 13:55:59,963,"280.47"
1,"SU-17255",8871533,237600,25/04/2022 14:10:59,964,"280.52"
1,"SU-17255",8871533,238500,25/04/2022 14:25:59,964,"280.54"
1,"SU-17255",8871533,239400,25/04/2022 14:40:59,963,"280.53"
1,"SU-17255",8871533,240300,25/04/2022 14:55:59,963,"280.52"
1,"SU-17255",8871533,241200,25/04/2022 15:10:59,962,"280.54"
1,"SU-17255",8871533,242100,25/04/2022 15:25:59,963,"280.59"
1,"SU-17255",8871533,243000,25/04/2022 15:40:59,961,"280.61"
1,"SU-17255",8871533,243900,25/04/2022 15:55:59,962,"280.61"
1,"SU-17255",8871533,244800,25/04/2022 16:10:59,964,"280.65"
1,"SU-17255",8871533,245700,25/04/2022 16:25:59,963,"280.68"
1,"SU-17255",8871533,246600,25/04/2022 16:40:59,963,"280.66"
1,"SU-17255",8871533,247500,25/04/2022 16:55:59,961,"280.69"
1,"SU-17255",8871533,248400,25/04/2022 17:10:59,962,"280.73"
1,"SU-17255",8871533,249300,25/04/2022 17:25:59,962,"280.73"
1,"SU-17255",8871533,250200,25/04/2022 17:40:59,962,"280.72"
1,"SU-17255",8871533,251100,25/04/2022 17:55:59,961,"280.72"
1,"SU-17255",8871533,252000,25/04/2022 18:10:59,961,"280.69"
1,"SU-17255",8871533,252900,25/04/2022 18:25:59,960,"280.68"
1,"SU-17255",8871533,253800,25/04/2022 18:40:59,960,"280.66"
1,"SU-17255",8871533,254700,25/04/2022 18:55:59,959,"280.63"
1,"SU-17255",8871533,255600,25/04/2022 19:10:59,960,"280.61"
1,"SU-17255",8871533,256500,25/04/2022 19:25:59,960,"280.58"
1,"SU-17255",8871533,257400,25/04/2022 19:40:59,959,"280.53"
1,"SU-17255",8871533,258300,25/04/2022 19:55:59,960,"280.50"
1,"SU-17255",8871533,259200,25/04/2022 20:10:59,959,"280.45"
1,"SU-17255",8871533,260100,25/04/2022 20:25:59,959,"280.42"
1,"SU-17255",8871533,261000,25/04/2022 20:40:59,960,"280.39"
1,"SU-17255",8871533,261900,25/04/2022 20:55:59,960,"280.36"
1,"SU-17255",8871533,262800,25/04/2022 21:10:59,959,"280.22"
1,"SU-17255",8871533,263700,25/04/2022 21:25:59,960,"280.18"
1,"SU-17255",8871533,264600,25/04/2022 21:40:59,959,"280.14"
1,"SU-17255",8871533,265500,25/04/2022 21:55:59,960,"280.12"
1,"SU-17255",8871533,266400,25/04/2022 22:10:59,960,"280.9"
1,"SU-17255",8871533,267300,25/04/2022 22:25:59,960,"280.6"
1,"SU-17255",8871533,268200,25/04/2022 22:40:59,960,"280.4"
1,"SU-17255",8871533,269100,25/04/2022 22:55:59,959,"280.1"
1,"SU-17255",8871533,270000,25/04/2022 23:10:59,959,"279.98"
1,"SU-17255",8871533,270900,25/04/2022 23:25:59,960,"279.95"
1,"SU-17255",8871533,271800,25/04/2022 23:40:59,959,"279.93"
1,"SU-17255",8871533,272700,25/04/2022 23:55:59,958,"279.90"
1,"SU-17255",8871533,273600,26/04/2022 00:10:59,959,"279.88"
1,"SU-17255",8871533,274500,26/04/2022 00:25:59,959,"279.85"
1,"SU-17255",8871533,275400,26/04/2022 00:40:59,959,"279.82"
1,"SU-17255",8871533,276300,26/04/2022 00:55:59,958,"279.79"
1,"SU-17255",8871533,277200,26/04/2022 01:10:59,959,"279.76"
1,"SU-17255",8871533,278100,26/04/2022 01:25:59,958,"279.73"
1,"SU-17255",8871533,279000,26/04/2022 01:40:59,959,"279.71"
1,"SU-17255",8871533,279900,26/04/2022 01:55:59,958,"279.68"
1,"SU-17255",8871533,280800,26/04/2022 02:10:59,957,"279.67"
1,"SU-17255",8871533,281700,26/04/2022 02:25:59,958,"279.64"
1,"SU-17255",8871533,282600,26/04/2022 02:40:59,959,"279.61"
1,"SU-17255",8871533,283500,26/04/2022 02:55:59,958,"279.60"
1,"SU-17255",8871533,284400,26/04/2022 03:10:59,958,"279.57"
1,"SU-17255",8871533,285300,26/04/2022 03:25:59,958,"279.54"
1,"SU-17255",8871533,286200,26/04/2022 03:40:59,958,"279.53"
1,"SU-17255",8871533,287100,26/04/2022 03:55:59,957,"279.52"
1,"SU-17255",8871533,288000,26/04/2022 04:10:59,956,"279.50"
1,"SU-17255",8871533,288900,26/04/2022 04:25:59,958,"279.48"
1,"SU-17255",8871533,289800,26/04/2022 04:40:59,957,"279.45"
1,"SU-17255",8871533,290700,26/04/2022 04:55:59,957,"279.43"
1,"SU-17255",8871533,291600,26/04/2022 05:10:59,956,"279.41"
1,"SU-17255",8871533,292500,26/04/2022 05:25:59,956,"279.40"
1,"SU-17255",8871533,293400,26/04/2022 05:40:59,955,"279.39"
1,"SU-17255",8871533,294300,26/04/2022 05:55:59,956,"279.38"
1,"SU-17255",8871533,295200,26/04/2022 06:10:59,956,"279.38"
1,"SU-17255",8871533,296100,26/04/2022 06:25:59,956,"279.38"
1,"SU-17255",8871533,297000,26/04/2022 06:40:59,956,"279.38"
1,"SU-17255",8871533,297900,26/04/2022 06:55:59,955,"279.38"
1,"SU-17255",8871533,298800,26/04/2022 07:10:59,956,"279.38"
1,"SU-17255",8871533,299700,26/04/2022 07:25:59,957,"279.40"
1,"SU-17255",8871533,300600,26/04/2022 07:40:59,957,"279.41"
1,"SU-17255",8871533,301500,26/04/2022 07:55:59,957,"279.43"
1,"SU-17255",8871533,302400,26/04/2022 08:10:59,957,"279.44"
1,"SU-17255",8871533,303300,26/04/2022 08:25:59,956,"279.46"
1,"SU-17255",8871533,304200,26/04/2022 08:40:59,956,"279.48"
1,"SU-17255",8871533,305100,26/04/2022 08:55:59,956,"279.51"
1,"SU-17255",8871533,306000,26/04/2022 09:10:59,956,"279.55"
1,"SU-17255",8871533,306900,26/04/2022 09:25:59,955,"279.60"
1,"SU-17255",8871533,307800,26/04/2022 09:40:59,956,"279.62"
1,"SU-17255",8871533,308700,26/04/2022 09:55:59,956,"279.68"
1,"SU-17255",8871533,309600,26/04/2022 10:10:59,955,"279.77"
1,"SU-17255",8871533,310500,26/04/2022 10:25:59,956,"279.82"
1,"SU-17255",8871533,311400,26/04/2022 10:40:59,955,"279.90"
1,"SU-17255",8871533,312300,26/04/2022 10:55:59,956,"280.3"
1,"SU-17255",8871533,313200,26/04/2022 11:10:59,957,"280.9"
1,"SU-17255",8871533,314100,26/04/2022 11:25:59,955,"280.34"
1,"SU-17255",8871533,315000,26/04/2022 11:40:59,955,"280.44"
1,"SU-17255",8871533,315900,26/04/2022 11:55:59,955,"280.62"
1,"SU-17255",8871533,316800,26/04/2022 12:10:59,956,"280.76"
1,"SU-17255",8871533,317700,26/04/2022 12:25:59,955,"280.89"
1,"SU-17255",8871533,318600,26/04/2022 12:40:59,956,"281.4"
1,"SU-17255",8871533,319500,26/04/2022 12:55:59,956,"281.18"
1,"SU-17255",8871533,320400,26/04/2022 13:10:59,956,"281.27"
1,"SU-17255",8871533,321300,26/04/2022 13:25:59,955,"281.44"
1,"SU-17255",8871533,322200,26/04/2022 13:40:59,956,"281.57"
1,"SU-17255",8871533,323100,26/04/2022 13:55:59,956,"281.67"
1,"SU-17255",8871533,324000,26/04/2022 14:10:59,955,"281.74"
1,"SU-17255",8871533,324900,26/04/2022 14:25:59,954,"281.81"
1,"SU-17255",8871533,325800,26/04/2022 14:40:59,955,"281.90"
1,"SU-17255",8871533,326700,26/04/2022 14:55:59,955,"281.97"
1,"SU-17255",8871533,327600,26/04/2022 15:10:59,955,"282.2"
1,"SU-17255",8871533,328500,26/04/2022 15:25:59,955,"282.5"
1,"SU-17255",8871533,329400,26/04/2022 15:40:59,955,"282.5"
1,"SU-17255",8871533,330300,26/04/2022 15:55:59,954,"282.9"
1,"SU-17255",8871533,331200,26/04/2022 16:10:59,954,"282.8"
1,"SU-17255",8871533,332100,26/04/2022 16:25:59,954,"282.7"
1,"SU-17255",8871533,333000,26/04/2022 16:40:59,955,"282.3"
1,"SU-17255",8871533,333900,26/04/2022 16:55:59,954,"281.98"
1,"SU-17255",8871533,334800,26/04/2022 17:10:59,954,"281.90"
1,"SU-17255",8871533,335700,26/04/2022 17:25:59,953,"281.79"
1,"SU-17255",8871533,336600,26/04/2022 17:40:59,952,"281.73"
1,"SU-17255",8871533,337500,26/04/2022 17:55:59,953,"281.68"
