,"Name sensor",,"Time(s)","Date","Pressure (mbar)","T (°K)"
1,"SU-17126",8872174,377100,27/04/2022 04:57:02,924,"278.85"
1,"SU-17126",8872174,378000,27/04/2022 05:12:02,923,"278.79"
1,"SU-17126",8872174,378900,27/04/2022 05:27:02,924,"278.72"
1,"SU-17126",8872174,379800,27/04/2022 05:42:02,924,"278.54"
1,"SU-17126",8872174,380700,27/04/2022 05:57:02,924,"278.47"
1,"SU-17126",8872174,381600,27/04/2022 06:12:02,923,"278.41"
1,"SU-17126",8872174,382500,27/04/2022 06:27:02,924,"278.34"
1,"SU-17126",8872174,383400,27/04/2022 06:42:02,924,"278.28"
1,"SU-17126",8872174,384300,27/04/2022 06:57:02,924,"278.20"
1,"SU-17126",8872174,385200,27/04/2022 07:12:02,924,"278.12"
1,"SU-17126",8872174,386100,27/04/2022 07:27:02,925,"278.8"
1,"SU-17126",8872174,387000,27/04/2022 07:42:02,925,"278.3"
1,"SU-17126",8872174,387900,27/04/2022 07:57:02,925,"277.97"
1,"SU-17126",8872174,388800,27/04/2022 08:12:02,924,"277.92"
1,"SU-17126",8872174,389700,27/04/2022 08:27:02,923,"277.88"
1,"SU-17126",8872174,390600,27/04/2022 08:42:02,924,"277.87"
1,"SU-17126",8872174,391500,27/04/2022 08:57:02,923,"277.86"
1,"SU-17126",8872174,392400,27/04/2022 09:12:02,923,"277.92"
1,"SU-17126",8872174,393300,27/04/2022 09:27:02,923,"277.97"
1,"SU-17126",8872174,394200,27/04/2022 09:42:02,924,"278.2"
1,"SU-17126",8872174,395100,27/04/2022 09:57:02,924,"278.7"
1,"SU-17126",8872174,396000,27/04/2022 10:12:02,923,"278.16"
1,"SU-17126",8872174,396900,27/04/2022 10:27:02,924,"278.30"
1,"SU-17126",8872174,397800,27/04/2022 10:42:02,923,"278.46"
1,"SU-17126",8872174,398700,27/04/2022 10:57:02,923,"278.71"
1,"SU-17126",8872174,399600,27/04/2022 11:12:02,924,"278.80"
1,"SU-17126",8872174,400500,27/04/2022 11:27:02,923,"278.89"
1,"SU-17126",8872174,401400,27/04/2022 11:42:02,923,"279.2"
1,"SU-17126",8872174,402300,27/04/2022 11:57:02,924,"279.17"
1,"SU-17126",8872174,403200,27/04/2022 12:12:02,925,"279.33"
1,"SU-17126",8872174,404100,27/04/2022 12:27:02,924,"279.47"
1,"SU-17126",8872174,405000,27/04/2022 12:42:02,924,"279.70"
1,"SU-17126",8872174,405900,27/04/2022 12:57:02,923,"279.86"
1,"SU-17126",8872174,406800,27/04/2022 13:12:02,924,"279.99"
1,"SU-17126",8872174,407700,27/04/2022 13:27:02,924,"280.14"
1,"SU-17126",8872174,408600,27/04/2022 13:42:02,924,"280.29"
1,"SU-17126",8872174,409500,27/04/2022 13:57:02,924,"280.43"
1,"SU-17126",8872174,410400,27/04/2022 14:12:02,925,"280.70"
1,"SU-17126",8872174,411300,27/04/2022 14:27:02,925,"280.84"
1,"SU-17126",8872174,412200,27/04/2022 14:42:02,925,"280.98"
1,"SU-17126",8872174,413100,27/04/2022 14:57:02,924,"281.10"
1,"SU-17126",8872174,414000,27/04/2022 15:12:02,924,"281.23"
1,"SU-17126",8872174,414900,27/04/2022 15:27:02,924,"281.35"
1,"SU-17126",8872174,415800,27/04/2022 15:42:02,924,"281.45"
1,"SU-17126",8872174,416700,27/04/2022 15:57:02,924,"281.52"
1,"SU-17126",8872174,417600,27/04/2022 16:12:02,924,"281.59"
1,"SU-17126",8872174,418500,27/04/2022 16:27:02,925,"281.72"
1,"SU-17126",8872174,419400,27/04/2022 16:42:02,924,"281.79"
1,"SU-17126",8872174,420300,27/04/2022 16:57:02,925,"281.85"
1,"SU-17126",8872174,421200,27/04/2022 17:12:02,924,"281.90"
1,"SU-17126",8872174,422100,27/04/2022 17:27:02,924,"281.98"
1,"SU-17126",8872174,423000,27/04/2022 17:42:02,924,"282.3"
1,"SU-17126",8872174,423900,27/04/2022 17:57:02,924,"282.7"
1,"SU-17126",8872174,424800,27/04/2022 18:12:02,924,"282.9"
1,"SU-17126",8872174,425700,27/04/2022 18:27:02,924,"282.12"
1,"SU-17126",8872174,426600,27/04/2022 18:42:02,925,"282.17"
1,"SU-17126",8872174,427500,27/04/2022 18:57:02,925,"282.22"
1,"SU-17126",8872174,428400,27/04/2022 19:12:02,924,"282.22"
1,"SU-17126",8872174,429300,27/04/2022 19:27:02,925,"282.22"
1,"SU-17126",8872174,430200,27/04/2022 19:42:02,924,"282.21"
1,"SU-17126",8872174,431100,27/04/2022 19:57:02,925,"282.21"
1,"SU-17126",8872174,432000,27/04/2022 20:12:02,925,"282.21"
1,"SU-17126",8872174,432900,27/04/2022 20:27:02,924,"282.20"
1,"SU-17126",8872174,433800,27/04/2022 20:42:02,926,"282.16"
1,"SU-17126",8872174,434700,27/04/2022 20:57:02,926,"282.12"
1,"SU-17126",8872174,435600,27/04/2022 21:12:02,927,"282.8"
1,"SU-17126",8872174,436500,27/04/2022 21:27:02,927,"282.5"
1,"SU-17126",8872174,437400,27/04/2022 21:42:02,926,"282.0"
1,"SU-17126",8872174,438300,27/04/2022 21:57:02,927,"281.95"
1,"SU-17126",8872174,439200,27/04/2022 22:12:02,928,"281.89"
1,"SU-17126",8872174,440100,27/04/2022 22:27:02,927,"281.82"
1,"SU-17126",8872174,441000,27/04/2022 22:42:02,927,"281.76"
1,"SU-17126",8872174,441900,27/04/2022 22:57:02,927,"281.70"
1,"SU-17126",8872174,442800,27/04/2022 23:12:02,927,"281.56"
1,"SU-17126",8872174,443700,27/04/2022 23:27:02,928,"281.49"
1,"SU-17126",8872174,444600,27/04/2022 23:42:02,927,"281.42"
1,"SU-17126",8872174,445500,27/04/2022 23:57:02,927,"281.34"
1,"SU-17126",8872174,446400,28/04/2022 00:12:02,926,"281.27"
1,"SU-17126",8872174,447300,28/04/2022 00:27:02,927,"281.20"
1,"SU-17126",8872174,448200,28/04/2022 00:42:02,928,"281.13"
1,"SU-17126",8872174,449100,28/04/2022 00:57:02,927,"281.6"
1,"SU-17126",8872174,450000,28/04/2022 01:12:02,927,"281.0"
1,"SU-17126",8872174,450900,28/04/2022 01:27:02,928,"280.91"
1,"SU-17126",8872174,451800,28/04/2022 01:42:02,928,"280.85"
1,"SU-17126",8872174,452700,28/04/2022 01:57:02,928,"280.79"
1,"SU-17126",8872174,453600,28/04/2022 02:12:02,928,"280.72"
1,"SU-17126",8872174,454500,28/04/2022 02:27:02,927,"280.53"
1,"SU-17126",8872174,455400,28/04/2022 02:42:02,928,"280.46"
1,"SU-17126",8872174,456300,28/04/2022 02:57:02,928,"280.37"
1,"SU-17126",8872174,457200,28/04/2022 03:12:02,928,"280.30"
1,"SU-17126",8872174,458100,28/04/2022 03:27:02,927,"280.24"
1,"SU-17126",8872174,459000,28/04/2022 03:42:02,928,"280.16"
1,"SU-17126",8872174,459900,28/04/2022 03:57:02,927,"280.7"
1,"SU-17126",8872174,460800,28/04/2022 04:12:02,927,"279.99"
1,"SU-17126",8872174,461700,28/04/2022 04:27:02,927,"279.90"
1,"SU-17126",8872174,462600,28/04/2022 04:42:02,927,"279.84"
1,"SU-17126",8872174,463500,28/04/2022 04:57:02,929,"279.76"
1,"SU-17126",8872174,464400,28/04/2022 05:12:02,927,"279.71"
1,"SU-17126",8872174,465300,28/04/2022 05:27:02,927,"279.56"
1,"SU-17126",8872174,466200,28/04/2022 05:42:02,927,"279.47"
1,"SU-17126",8872174,467100,28/04/2022 05:57:02,927,"279.40"
1,"SU-17126",8872174,468000,28/04/2022 06:12:02,928,"279.32"
1,"SU-17126",8872174,468900,28/04/2022 06:27:02,929,"279.26"
1,"SU-17126",8872174,469800,28/04/2022 06:42:02,928,"279.19"
1,"SU-17126",8872174,470700,28/04/2022 06:57:02,927,"279.12"
1,"SU-17126",8872174,471600,28/04/2022 07:12:02,928,"279.4"
1,"SU-17126",8872174,472500,28/04/2022 07:27:02,927,"279.0"
1,"SU-17126",8872174,473400,28/04/2022 07:42:02,927,"278.96"
1,"SU-17126",8872174,474300,28/04/2022 07:57:02,927,"278.89"
1,"SU-17126",8872174,475200,28/04/2022 08:12:02,928,"278.85"
1,"SU-17126",8872174,476100,28/04/2022 08:27:02,928,"278.82"
1,"SU-17126",8872174,477000,28/04/2022 08:42:02,927,"278.80"
1,"SU-17126",8872174,477900,28/04/2022 08:57:02,928,"278.82"
1,"SU-17126",8872174,478800,28/04/2022 09:12:02,928,"278.85"
1,"SU-17126",8872174,479700,28/04/2022 09:27:02,928,"278.90"
1,"SU-17126",8872174,480600,28/04/2022 09:42:02,927,"278.97"
1,"SU-17126",8872174,481500,28/04/2022 09:57:02,928,"279.7"
1,"SU-17126",8872174,482400,28/04/2022 10:12:02,929,"279.22"
1,"SU-17126",8872174,483300,28/04/2022 10:27:02,928,"279.38"
1,"SU-17126",8872174,484200,28/04/2022 10:42:02,928,"279.52"
1,"SU-17126",8872174,485100,28/04/2022 10:57:02,928,"279.74"
1,"SU-17126",8872174,486000,28/04/2022 11:12:02,929,"279.84"
1,"SU-17126",8872174,486900,28/04/2022 11:27:02,927,"279.95"
1,"SU-17126",8872174,487800,28/04/2022 11:42:02,929,"280.10"
1,"SU-17126",8872174,488700,28/04/2022 11:57:02,928,"280.26"
1,"SU-17126",8872174,489600,28/04/2022 12:12:02,929,"280.41"
1,"SU-17126",8872174,490500,28/04/2022 12:27:02,929,"280.54"
1,"SU-17126",8872174,491400,28/04/2022 12:42:02,928,"280.76"
1,"SU-17126",8872174,492300,28/04/2022 12:57:02,929,"280.85"
1,"SU-17126",8872174,493200,28/04/2022 13:12:02,929,"280.95"
1,"SU-17126",8872174,494100,28/04/2022 13:27:02,929,"281.8"
1,"SU-17126",8872174,495000,28/04/2022 13:42:02,928,"281.18"
1,"SU-17126",8872174,495900,28/04/2022 13:57:02,929,"281.24"
1,"SU-17126",8872174,496800,28/04/2022 14:12:02,928,"281.30"
1,"SU-17126",8872174,497700,28/04/2022 14:27:02,928,"281.34"
1,"SU-17126",8872174,498600,28/04/2022 14:42:02,928,"281.45"
1,"SU-17126",8872174,499500,28/04/2022 14:57:02,929,"281.56"
1,"SU-17126",8872174,500400,28/04/2022 15:12:02,929,"281.74"
1,"SU-17126",8872174,501300,28/04/2022 15:27:02,928,"281.83"
1,"SU-17126",8872174,502200,28/04/2022 15:42:02,929,"281.91"
1,"SU-17126",8872174,503100,28/04/2022 15:57:02,928,"281.94"
1,"SU-17126",8872174,504000,28/04/2022 16:12:02,928,"282.0"
1,"SU-17126",8872174,504900,28/04/2022 16:27:02,928,"282.7"
1,"SU-17126",8872174,505800,28/04/2022 16:42:02,928,"282.20"
1,"SU-17126",8872174,506700,28/04/2022 16:57:02,927,"282.32"
1,"SU-17126",8872174,507600,28/04/2022 17:12:02,927,"282.43"
1,"SU-17126",8872174,508500,28/04/2022 17:27:02,927,"282.54"
1,"SU-17126",8872174,509400,28/04/2022 17:42:02,927,"282.57"
1,"SU-17126",8872174,510300,28/04/2022 17:57:02,929,"282.70"
1,"SU-17126",8872174,511200,28/04/2022 18:12:02,928,"282.75"
1,"SU-17126",8872174,512100,28/04/2022 18:27:02,928,"282.76"
1,"SU-17126",8872174,513000,28/04/2022 18:42:02,928,"282.77"
1,"SU-17126",8872174,513900,28/04/2022 18:57:02,928,"282.80"
1,"SU-17126",8872174,514800,28/04/2022 19:12:02,928,"282.84"
1,"SU-17126",8872174,515700,28/04/2022 19:27:02,929,"282.87"
1,"SU-17126",8872174,516600,28/04/2022 19:42:02,929,"282.89"
1,"SU-17126",8872174,517500,28/04/2022 19:57:02,929,"282.88"
1,"SU-17126",8872174,518400,28/04/2022 20:12:02,929,"282.87"
1,"SU-17126",8872174,519300,28/04/2022 20:27:02,929,"282.87"
1,"SU-17126",8872174,520200,28/04/2022 20:42:02,930,"282.84"
1,"SU-17126",8872174,521100,28/04/2022 20:57:02,930,"282.81"
1,"SU-17126",8872174,522000,28/04/2022 21:12:02,931,"282.77"
1,"SU-17126",8872174,522900,28/04/2022 21:27:02,930,"282.73"
1,"SU-17126",8872174,523800,28/04/2022 21:42:02,931,"282.59"
1,"SU-17126",8872174,524700,28/04/2022 21:57:02,930,"282.53"
1,"SU-17126",8872174,525600,28/04/2022 22:12:02,930,"282.48"
1,"SU-17126",8872174,526500,28/04/2022 22:27:02,929,"282.42"
1,"SU-17126",8872174,527400,28/04/2022 22:42:02,930,"282.34"
1,"SU-17126",8872174,528300,28/04/2022 22:57:02,931,"282.27"
1,"SU-17126",8872174,529200,28/04/2022 23:12:02,931,"282.19"
1,"SU-17126",8872174,530100,28/04/2022 23:27:02,930,"282.12"
1,"SU-17126",8872174,531000,28/04/2022 23:42:02,930,"282.5"
1,"SU-17126",8872174,531900,28/04/2022 23:57:02,930,"281.98"
1,"SU-17126",8872174,532800,29/04/2022 00:12:02,931,"281.90"
1,"SU-17126",8872174,533700,29/04/2022 00:27:02,931,"281.82"
1,"SU-17126",8872174,534600,29/04/2022 00:42:02,932,"281.74"
1,"SU-17126",8872174,535500,29/04/2022 00:57:02,932,"281.57"
1,"SU-17126",8872174,536400,29/04/2022 01:12:02,932,"281.50"
1,"SU-17126",8872174,537300,29/04/2022 01:27:02,931,"281.41"
1,"SU-17126",8872174,538200,29/04/2022 01:42:02,931,"281.32"
1,"SU-17126",8872174,539100,29/04/2022 01:57:02,931,"281.24"
1,"SU-17126",8872174,540000,29/04/2022 02:12:02,931,"281.17"
1,"SU-17126",8872174,540900,29/04/2022 02:27:02,931,"281.9"
1,"SU-17126",8872174,541800,29/04/2022 02:42:02,932,"281.2"
1,"SU-17126",8872174,542700,29/04/2022 02:57:02,931,"280.93"
1,"SU-17126",8872174,543600,29/04/2022 03:12:02,931,"280.86"
1,"SU-17126",8872174,544500,29/04/2022 03:27:02,932,"280.77"
1,"SU-17126",8872174,545400,29/04/2022 03:42:02,932,"280.69"
1,"SU-17126",8872174,546300,29/04/2022 03:57:02,932,"280.51"
1,"SU-17126",8872174,547200,29/04/2022 04:12:02,932,"280.43"
1,"SU-17126",8872174,548100,29/04/2022 04:27:02,932,"280.37"
1,"SU-17126",8872174,549000,29/04/2022 04:42:02,930,"280.28"
1,"SU-17126",8872174,549900,29/04/2022 04:57:02,930,"280.21"
1,"SU-17126",8872174,550800,29/04/2022 05:12:02,930,"280.13"
1,"SU-17126",8872174,551700,29/04/2022 05:27:02,930,"280.5"
1,"SU-17126",8872174,552600,29/04/2022 05:42:02,930,"279.98"
1,"SU-17126",8872174,553500,29/04/2022 05:57:02,930,"279.93"
1,"SU-17126",8872174,554400,29/04/2022 06:12:02,930,"279.85"
1,"SU-17126",8872174,555300,29/04/2022 06:27:02,932,"279.78"
1,"SU-17126",8872174,556200,29/04/2022 06:42:02,931,"279.70"
1,"SU-17126",8872174,557100,29/04/2022 06:57:02,931,"279.53"
1,"SU-17126",8872174,558000,29/04/2022 07:12:02,932,"279.48"
1,"SU-17126",8872174,558900,29/04/2022 07:27:02,931,"279.43"
1,"SU-17126",8872174,559800,29/04/2022 07:42:02,930,"279.40"
1,"SU-17126",8872174,560700,29/04/2022 07:57:02,932,"279.37"
1,"SU-17126",8872174,561600,29/04/2022 08:12:02,933,"279.35"
1,"SU-17126",8872174,562500,29/04/2022 08:27:02,932,"279.34"
1,"SU-17126",8872174,563400,29/04/2022 08:42:02,931,"279.36"
1,"SU-17126",8872174,564300,29/04/2022 08:57:02,932,"279.39"
1,"SU-17126",8872174,565200,29/04/2022 09:12:02,931,"279.46"
1,"SU-17126",8872174,566100,29/04/2022 09:27:02,931,"279.51"
1,"SU-17126",8872174,567000,29/04/2022 09:42:02,930,"279.71"
1,"SU-17126",8872174,567900,29/04/2022 09:57:02,931,"279.81"
1,"SU-17126",8872174,568800,29/04/2022 10:12:02,930,"279.96"
1,"SU-17126",8872174,569700,29/04/2022 10:27:02,931,"280.11"
1,"SU-17126",8872174,570600,29/04/2022 10:42:02,930,"280.26"
1,"SU-17126",8872174,571500,29/04/2022 10:57:02,932,"280.38"
1,"SU-17126",8872174,572400,29/04/2022 11:12:02,930,"280.48"
1,"SU-17126",8872174,573300,29/04/2022 11:27:02,931,"280.73"
1,"SU-17126",8872174,574200,29/04/2022 11:42:02,931,"280.85"
1,"SU-17126",8872174,575100,29/04/2022 11:57:02,930,"280.95"
1,"SU-17126",8872174,576000,29/04/2022 12:12:02,929,"281.6"
1,"SU-17126",8872174,576900,29/04/2022 12:27:02,930,"281.17"
1,"SU-17126",8872174,577800,29/04/2022 12:42:02,930,"281.27"
1,"SU-17126",8872174,578700,29/04/2022 12:57:02,930,"281.40"
1,"SU-17126",8872174,579600,29/04/2022 13:12:02,931,"281.50"
1,"SU-17126",8872174,580500,29/04/2022 13:27:02,930,"281.68"
1,"SU-17126",8872174,581400,29/04/2022 13:42:02,929,"281.78"
1,"SU-17126",8872174,582300,29/04/2022 13:57:02,929,"281.90"
1,"SU-17126",8872174,583200,29/04/2022 14:12:02,929,"281.96"
1,"SU-17126",8872174,584100,29/04/2022 14:27:02,929,"282.1"
1,"SU-17126",8872174,585000,29/04/2022 14:42:02,929,"282.7"
1,"SU-17126",8872174,585900,29/04/2022 14:57:02,930,"282.12"
1,"SU-17126",8872174,586800,29/04/2022 15:12:02,929,"282.15"
1,"SU-17126",8872174,587700,29/04/2022 15:27:02,929,"282.20"
1,"SU-17126",8872174,588600,29/04/2022 15:42:02,928,"282.26"
1,"SU-17126",8872174,589500,29/04/2022 15:57:02,929,"282.32"
1,"SU-17126",8872174,590400,29/04/2022 16:12:02,928,"282.36"
1,"SU-17126",8872174,591300,29/04/2022 16:27:02,929,"282.43"
1,"SU-17126",8872174,592200,29/04/2022 16:42:02,928,"282.49"
1,"SU-17126",8872174,593100,29/04/2022 16:57:02,928,"282.54"
1,"SU-17126",8872174,594000,29/04/2022 17:12:02,928,"282.59"
1,"SU-17126",8872174,594900,29/04/2022 17:27:02,929,"282.72"
1,"SU-17126",8872174,595800,29/04/2022 17:42:02,929,"282.76"
1,"SU-17126",8872174,596700,29/04/2022 17:57:02,929,"282.74"
1,"SU-17126",8872174,597600,29/04/2022 18:12:02,929,"282.72"
1,"SU-17126",8872174,598500,29/04/2022 18:27:02,929,"282.69"
1,"SU-17126",8872174,599400,29/04/2022 18:42:02,930,"282.68"
1,"SU-17126",8872174,600300,29/04/2022 18:57:02,929,"282.69"
1,"SU-17126",8872174,601200,29/04/2022 19:12:02,929,"282.72"
1,"SU-17126",8872174,602100,29/04/2022 19:27:02,929,"282.77"
1,"SU-17126",8872174,603000,29/04/2022 19:42:02,929,"282.79"
1,"SU-17126",8872174,603900,29/04/2022 19:57:02,930,"282.82"
1,"SU-17126",8872174,604800,29/04/2022 20:12:02,929,"282.83"
1,"SU-17126",8872174,605700,29/04/2022 20:27:02,929,"282.84"
1,"SU-17126",8872174,606600,29/04/2022 20:42:02,929,"282.84"
1,"SU-17126",8872174,607500,29/04/2022 20:57:02,930,"282.81"
1,"SU-17126",8872174,608400,29/04/2022 21:12:02,930,"282.76"
1,"SU-17126",8872174,609300,29/04/2022 21:27:02,930,"282.70"
1,"SU-17126",8872174,610200,29/04/2022 21:42:02,930,"282.56"
1,"SU-17126",8872174,611100,29/04/2022 21:57:02,929,"282.49"
1,"SU-17126",8872174,612000,29/04/2022 22:12:02,929,"282.42"
1,"SU-17126",8872174,612900,29/04/2022 22:27:02,930,"282.37"
1,"SU-17126",8872174,613800,29/04/2022 22:42:02,928,"282.30"
1,"SU-17126",8872174,614700,29/04/2022 22:57:02,930,"282.24"
1,"SU-17126",8872174,615600,29/04/2022 23:12:02,929,"282.20"
1,"SU-17126",8872174,616500,29/04/2022 23:27:02,929,"282.15"
1,"SU-17126",8872174,617400,29/04/2022 23:42:02,929,"282.12"
1,"SU-17126",8872174,618300,29/04/2022 23:57:02,930,"282.10"
1,"SU-17126",8872174,619200,30/04/2022 00:12:02,929,"282.6"
1,"SU-17126",8872174,620100,30/04/2022 00:27:02,929,"282.5"
1,"SU-17126",8872174,621000,30/04/2022 00:42:02,929,"282.3"
1,"SU-17126",8872174,621900,30/04/2022 00:57:02,929,"282.1"
1,"SU-17126",8872174,622800,30/04/2022 01:12:02,929,"281.98"
1,"SU-17126",8872174,623700,30/04/2022 01:27:02,928,"281.93"
1,"SU-17126",8872174,624600,30/04/2022 01:42:02,929,"281.90"
1,"SU-17126",8872174,625500,30/04/2022 01:57:02,929,"281.86"
1,"SU-17126",8872174,626400,30/04/2022 02:12:02,929,"281.83"
1,"SU-17126",8872174,627300,30/04/2022 02:27:02,929,"281.82"
1,"SU-17126",8872174,628200,30/04/2022 02:42:02,929,"281.78"
1,"SU-17126",8872174,629100,30/04/2022 02:57:02,929,"281.75"
1,"SU-17126",8872174,630000,30/04/2022 03:12:02,930,"281.71"
1,"SU-17126",8872174,630900,30/04/2022 03:27:02,930,"281.59"
1,"SU-17126",8872174,631800,30/04/2022 03:42:02,929,"281.55"
1,"SU-17126",8872174,632700,30/04/2022 03:57:02,930,"281.52"
1,"SU-17126",8872174,633600,30/04/2022 04:12:02,929,"281.47"
1,"SU-17126",8872174,634500,30/04/2022 04:27:02,928,"281.42"
1,"SU-17126",8872174,635400,30/04/2022 04:42:02,928,"281.38"
1,"SU-17126",8872174,636300,30/04/2022 04:57:02,928,"281.32"
1,"SU-17126",8872174,637200,30/04/2022 05:12:02,929,"281.28"
1,"SU-17126",8872174,638100,30/04/2022 05:27:02,928,"281.25"
1,"SU-17126",8872174,639000,30/04/2022 05:42:02,928,"281.20"
1,"SU-17126",8872174,639900,30/04/2022 05:57:02,929,"281.16"
1,"SU-17126",8872174,640800,30/04/2022 06:12:02,928,"281.11"
1,"SU-17126",8872174,641700,30/04/2022 06:27:02,928,"281.7"
1,"SU-17126",8872174,642600,30/04/2022 06:42:02,928,"281.2"
1,"SU-17126",8872174,643500,30/04/2022 06:57:02,928,"280.99"
1,"SU-17126",8872174,644400,30/04/2022 07:12:02,928,"280.96"
1,"SU-17126",8872174,645300,30/04/2022 07:27:02,929,"280.92"
1,"SU-17126",8872174,646200,30/04/2022 07:42:02,928,"280.90"
1,"SU-17126",8872174,647100,30/04/2022 07:57:02,929,"280.89"
1,"SU-17126",8872174,648000,30/04/2022 08:12:02,928,"280.90"
1,"SU-17126",8872174,648900,30/04/2022 08:27:02,928,"280.91"
1,"SU-17126",8872174,649800,30/04/2022 08:42:02,928,"280.94"
1,"SU-17126",8872174,650700,30/04/2022 08:57:02,928,"280.95"
1,"SU-17126",8872174,651600,30/04/2022 09:12:02,928,"280.96"
1,"SU-17126",8872174,652500,30/04/2022 09:27:02,928,"280.95"
1,"SU-17126",8872174,653400,30/04/2022 09:42:02,928,"280.98"
1,"SU-17126",8872174,654300,30/04/2022 09:57:02,928,"281.3"
1,"SU-17126",8872174,655200,30/04/2022 10:12:02,927,"281.10"
1,"SU-17126",8872174,656100,30/04/2022 10:27:02,927,"281.16"
1,"SU-17126",8872174,657000,30/04/2022 10:42:02,928,"281.23"
1,"SU-17126",8872174,657900,30/04/2022 10:57:02,927,"281.28"
1,"SU-17126",8872174,658800,30/04/2022 11:12:02,928,"281.26"
1,"SU-17126",8872174,659700,30/04/2022 11:27:02,927,"281.29"
1,"SU-17126",8872174,660600,30/04/2022 11:42:02,927,"281.37"
1,"SU-17126",8872174,661500,30/04/2022 11:57:02,928,"281.47"
1,"SU-17126",8872174,662400,30/04/2022 12:12:02,928,"281.59"
1,"SU-17126",8872174,663300,30/04/2022 12:27:02,928,"281.75"
1,"SU-17126",8872174,664200,30/04/2022 12:42:02,927,"281.80"
1,"SU-17126",8872174,665100,30/04/2022 12:57:02,928,"281.90"
1,"SU-17126",8872174,666000,30/04/2022 13:12:02,927,"281.97"
1,"SU-17126",8872174,666900,30/04/2022 13:27:02,927,"282.6"
1,"SU-17126",8872174,667800,30/04/2022 13:42:02,928,"282.11"
1,"SU-17126",8872174,668700,30/04/2022 13:57:02,927,"282.14"
1,"SU-17126",8872174,669600,30/04/2022 14:12:02,927,"282.14"
1,"SU-17126",8872174,670500,30/04/2022 14:27:02,926,"282.19"
1,"SU-17126",8872174,671400,30/04/2022 14:42:02,926,"282.23"
1,"SU-17126",8872174,672300,30/04/2022 14:57:02,926,"282.29"
1,"SU-17126",8872174,673200,30/04/2022 15:12:02,927,"282.34"
1,"SU-17126",8872174,674100,30/04/2022 15:27:02,926,"282.41"
1,"SU-17126",8872174,675000,30/04/2022 15:42:02,926,"282.47"
1,"SU-17126",8872174,675900,30/04/2022 15:57:02,926,"282.54"
1,"SU-17126",8872174,676800,30/04/2022 16:12:02,926,"282.56"
1,"SU-17126",8872174,677700,30/04/2022 16:27:02,926,"282.55"
1,"SU-17126",8872174,678600,30/04/2022 16:42:02,925,"282.59"
1,"SU-17126",8872174,679500,30/04/2022 16:57:02,926,"282.70"
1,"SU-17126",8872174,680400,30/04/2022 17:12:02,926,"282.72"
1,"SU-17126",8872174,681300,30/04/2022 17:27:02,925,"282.72"
1,"SU-17126",8872174,682200,30/04/2022 17:42:02,925,"282.72"
1,"SU-17126",8872174,683100,30/04/2022 17:57:02,925,"282.72"
1,"SU-17126",8872174,684000,30/04/2022 18:12:02,925,"282.71"
1,"SU-17126",8872174,684900,30/04/2022 18:27:02,926,"282.72"
1,"SU-17126",8872174,685800,30/04/2022 18:42:02,926,"282.72"
1,"SU-17126",8872174,686700,30/04/2022 18:57:02,926,"282.71"
1,"SU-17126",8872174,687600,30/04/2022 19:12:02,925,"282.72"
1,"SU-17126",8872174,688500,30/04/2022 19:27:02,926,"282.72"
1,"SU-17126",8872174,689400,30/04/2022 19:42:02,926,"282.69"
1,"SU-17126",8872174,690300,30/04/2022 19:57:02,926,"282.55"
1,"SU-17126",8872174,691200,30/04/2022 20:12:02,926,"282.53"
1,"SU-17126",8872174,692100,30/04/2022 20:27:02,926,"282.49"
1,"SU-17126",8872174,693000,30/04/2022 20:42:02,927,"282.45"
1,"SU-17126",8872174,693900,30/04/2022 20:57:02,926,"282.42"
1,"SU-17126",8872174,694800,30/04/2022 21:12:02,927,"282.37"
1,"SU-17126",8872174,695700,30/04/2022 21:27:02,927,"282.33"
1,"SU-17126",8872174,696600,30/04/2022 21:42:02,927,"282.29"
1,"SU-17126",8872174,697500,30/04/2022 21:57:02,927,"282.25"
1,"SU-17126",8872174,698400,30/04/2022 22:12:02,928,"282.18"
1,"SU-17126",8872174,699300,30/04/2022 22:27:02,928,"282.13"
1,"SU-17126",8872174,700200,30/04/2022 22:42:02,928,"282.7"
1,"SU-17126",8872174,701100,30/04/2022 22:57:02,928,"282.2"
1,"SU-17126",8872174,702000,30/04/2022 23:12:02,927,"281.95"
1,"SU-17126",8872174,702900,30/04/2022 23:27:02,927,"281.90"
1,"SU-17126",8872174,703800,30/04/2022 23:42:02,928,"281.83"
1,"SU-17126",8872174,704700,30/04/2022 23:57:02,928,"281.77"
1,"SU-17126",8872174,705600,01/05/2022 00:12:02,928,"281.70"
1,"SU-17126",8872174,706500,01/05/2022 00:27:02,927,"281.54"
1,"SU-17126",8872174,707400,01/05/2022 00:42:02,927,"281.46"
1,"SU-17126",8872174,708300,01/05/2022 00:57:02,926,"281.38"
1,"SU-17126",8872174,709200,01/05/2022 01:12:02,927,"281.31"
1,"SU-17126",8872174,710100,01/05/2022 01:27:02,927,"281.23"
1,"SU-17126",8872174,711000,01/05/2022 01:42:02,926,"281.15"
1,"SU-17126",8872174,711900,01/05/2022 01:57:02,926,"281.6"
1,"SU-17126",8872174,712800,01/05/2022 02:12:02,926,"280.99"
1,"SU-17126",8872174,713700,01/05/2022 02:27:02,927,"280.91"
1,"SU-17126",8872174,714600,01/05/2022 02:42:02,927,"280.82"
1,"SU-17126",8872174,715500,01/05/2022 02:57:02,926,"280.74"
